Student ID,Gender,Age,School,Math Score,Reading Score,Writing Score,Class Performance
5326,Male,17,D,89,140,79,B
5327,Female,18,A,76,64,95,C
5328,Male,20,C,68,71,78,D
5329,Male,17,C,79,76,69,A
5330,Female,21,D,85,85,79,B
5331,Female,18,B,77,60,68,C
5332,Female,19,E,68,97,99,D
5333,Female,20,D,78,72,81,B
5334,Male,20,E,71,97,89,D
5335,Female,19,A,63,75,80,A
5336,Female,21,C,71,73,92,B
5337,Female,20,B,90,88,83,D
5338,Female,17,A,69,76,88,A
5339,Female,18,D,79,65,88,D
5340,Male,19,D,85,66,71,C
5341,Female,21,D,75,85,97,B
5342,Female,17,B,85,84,71,C
5343,Female,19,D,73,80,76,B
5344,Male,18,C,71,75,82,C
5345,Male,19,B,94,67,87,A
5346,Male,19,E,90,76,85,A
5347,Female,20,B,98,90,74,A
5348,Female,19,B,92,84,81,B
5349,Male,20,C,86,63,95,C
5350,Male,17,E,87,67,64,D
5351,Male,17,C,75,84,63,B
5352,Female,20,C,94,70,90,A
5353,Female,19,D,93,92,,B
5354,Male,21,E,73,91,121,D
5355,Male,17,A,98,75,79,D
5356,Female,18,C,78,70,97,A
5357,Female,18,C,61,96,77,C
5358,Male,18,B,84,66,81,A
5359,Female,17,E,,80,67,C
5360,Male,19,B,95,92,77,A
5361,Male,19,B,66,68,,A
5362,Male,21,B,81,83,81,A
5363,Female,17,A,95,73,72,B
5364,Female,20,A,68,100,87,C
5365,Female,21,B,69,,81,C
5366,Female,17,E,95,66,66,C
5367,Female,19,A,85,98,,A
5368,Male,19,D,89,100,74,D
5369,Female,17,E,78,81,99,B
5370,Male,19,C,73,72,95,C
5371,Female,18,B,65,90,87,D
5372,Female,19,A,70,64,84,C
5373,Male,19,C,68,81,65,D
5374,Male,20,C,80,73,70,D
5375,Female,21,E,88,75,70,D
5376,Female,19,A,82,79,85,D
5377,Male,17,A,97,99,92,A
5378,Female,17,C,95,93,85,D
5379,Male,19,C,70,96,67,A
5380,Male,21,A,67,87,94,C
5381,Female,21,B,90,73,71,D
5382,Male,17,D,78,,77,C
5383,Male,19,A,64,63,83,C
5384,Female,19,C,68,70,92,B
5385,Female,21,B,72,78,63,A
5386,Female,17,E,69,100,,D
5387,Female,20,D,94,85,65,B
5388,Male,19,B,88,88,69,D
5389,Female,17,A,63,74,61,D
5390,Female,21,D,89,66,94,D
5391,Male,21,B,100,97,,B
5392,Male,17,C,85,65,94,D
5393,Female,19,D,84,73,88,C
5394,Female,21,B,78,87,91,B
5395,Male,17,B,84,93,61,D
5396,Male,19,E,89,74,98,C
5397,Male,18,A,,80,92,A
5398,Male,21,A,61,98,83,C
5399,Female,19,A,96,87,73,B
5400,Male,19,E,96,71,66,B
5401,Female,17,B,63,74,79,A
5402,Female,18,A,99,73,73,D
5403,Female,20,B,83,68,70,D
5404,Female,17,D,90,70,90,C
5405,Female,21,E,74,74,88,C
5406,Female,17,B,72,72,,B
5407,Female,20,E,75,83,76,B
5408,Female,17,E,93,77,91,B
5409,Male,18,B,73,68,98,D
5410,Female,20,A,90,86,86,C
5411,Female,21,B,,82,99,D
5412,Female,20,D,88,88,63,B
5413,Male,17,E,90,60,76,B
5414,Male,17,E,92,93,89,B
5415,Male,21,B,87,69,,A
5416,Female,21,D,71,98,72,B
5417,Male,18,E,87,73,89,C
5418,Female,21,C,81,86,69,A
5419,Female,19,A,64,61,84,C
5420,Female,18,C,88,69,83,A
5421,Male,18,C,98,75,95,A
5422,Female,18,E,85,77,64,A
5423,Male,20,B,85,70,78,D
5424,Male,19,A,91,95,92,D
5425,Female,19,B,84,88,89,A
5426,Female,17,B,78,86,85,A
5427,Male,19,C,98,91,66,C
5428,Male,18,B,86,85,63,A
5429,Female,19,A,79,93,66,B
5430,Male,19,E,69,78,61,D
5431,Male,21,B,93,92,73,C
5432,Male,21,E,94,,67,D
5433,Male,20,D,99,61,77,C
5434,Female,21,E,98,90,88,B
5435,Female,18,C,91,95,88,B
5436,Female,21,E,,91,92,A
5437,Female,19,B,99,95,61,D
5438,Male,18,A,100,77,66,B
5439,Female,20,B,85,62,82,C
5440,Male,21,A,92,71,,D
5441,Male,21,C,66,,83,A
5442,Male,20,D,93,94,74,D
5443,Male,18,A,87,80,63,C
5444,Male,21,B,63,65,85,D
5445,Male,19,D,91,92,98,D
5446,Female,18,D,85,65,72,B
5447,Female,21,A,73,70,97,B
5448,Male,20,B,69,71,64,B
5449,Male,21,C,66,124,64,D
5450,Male,21,A,90,96,63,A
5451,Male,17,D,61,85,60,C
5452,Female,20,E,77,70,71,D
5453,Female,20,C,65,91,69,A
5454,Female,20,A,80,88,73,B
5455,Male,20,D,77,66,64,A
5456,Female,17,E,98,86,63,A
5457,Female,18,C,83,68,81,B
5458,Male,18,E,99,63,69,A
5459,Female,21,A,62,91,78,B
5460,Female,17,D,63,94,80,C
5461,Male,18,B,88,92,84,A
5462,Male,18,B,90,75,75,D
5463,Female,20,A,60,98,99,A
5464,Female,19,A,77,134,94,B
5465,Male,19,E,61,88,93,A
5466,Male,18,C,70,99,97,B
5467,Female,17,C,97,61,66,B
5468,Female,21,D,63,86,64,D
5469,Female,17,E,73,74,74,B
5470,Female,17,B,60,68,60,C
5471,Male,21,E,67,92,64,D
5472,Female,21,A,81,66,92,A
5473,Male,18,B,98,74,60,D
5474,Female,17,A,75,80,60,B
5475,Male,20,C,69,85,,B
5476,Male,17,A,82,85,70,A
5477,Male,17,B,86,67,95,C
5478,Male,19,D,92,93,80,B
5479,Male,21,C,76,69,,C
5480,Male,17,D,88,76,95,C
5481,Male,19,A,89,91,64,A
5482,Male,21,C,81,82,94,C
5483,Male,17,B,77,,84,C
5484,Female,17,A,81,80,67,A
5485,Male,21,A,85,76,64,A
5486,Male,19,E,91,,60,A
5487,Female,18,E,91,72,63,B
5488,Female,17,B,88,78,86,A
5489,Male,20,B,83,71,,A
5490,Female,21,E,80,91,78,A
5491,Female,19,C,,85,73,A
5492,Female,18,A,69,99,96,A
5493,Female,20,A,88,77,99,C
5494,Female,21,B,98,71,85,C
5495,Male,18,D,77,95,74,B
5496,Female,17,B,99,85,86,C
5497,Female,20,D,88,86,81,B
5498,Female,18,B,76,65,63,B
5499,Female,18,A,79,67,79,D
5500,Female,19,A,88,67,78,C
5501,Female,19,E,97,66,87,C
5502,Male,21,D,90,87,93,B
5503,Female,19,E,93,79,91,A
5504,Male,19,C,67,,80,D
5505,Male,17,C,68,97,74,C
5506,Female,18,E,89,94,70,D
5507,Female,20,D,89,79,75,D
5508,Male,18,C,98,85,79,A
5509,Female,18,E,62,95,66,D
5510,Male,17,B,70,91,60,C
5511,Male,21,E,73,68,91,D
5512,Female,17,E,75,88,78,D
5513,Male,17,C,90,76,91,A
5514,Female,20,A,100,62,68,A
5515,Male,18,E,60,70,79,C
5516,Female,21,E,85,,74,B
5517,Male,19,A,84,138,73,A
5518,Female,19,C,94,98,74,B
5519,Female,20,B,71,73,66,D
5520,Female,21,E,89,74,62,C
5521,Female,20,C,80,94,78,A
5522,Male,20,A,84,68,115,A
5523,Female,19,C,72,132,72,B
5524,Male,18,E,97,,84,A
5525,Male,19,E,73,63,89,D
5526,Male,17,E,76,100,89,A
5527,Male,19,B,98,87,96,A
5528,Female,19,C,61,78,81,D
5529,Female,21,E,100,80,91,A
5530,Male,19,E,100,78,79,A
5531,Female,18,C,73,77,81,A
5532,Female,21,B,85,91,100,D
5533,Female,21,D,99,69,77,A
5534,Female,21,D,84,80,66,D
5535,Male,20,E,83,71,90,C
5536,Female,18,D,86,63,73,B
5537,Male,19,E,80,63,73,C
5538,Female,18,C,74,86,89,C
5539,Female,17,C,65,60,98,C
5540,Male,21,D,97,81,94,B
5541,Female,20,B,69,86,67,C
5542,Male,18,D,84,63,83,D
5543,Female,17,B,76,95,92,A
5544,Male,19,C,74,100,65,A
5545,Male,18,B,76,87,,B
5546,Female,20,E,75,98,77,C
5547,Male,19,D,92,98,78,C
5548,Female,19,E,80,93,67,C
5549,Female,19,C,97,61,68,B
5550,Female,19,C,65,73,93,D
5551,Male,20,C,75,98,95,B
5552,Female,17,C,96,64,,C
5553,Male,17,C,93,75,72,D
5554,Female,20,D,87,88,61,A
5555,Male,17,C,95,95,149,B
5556,Female,20,A,99,76,87,D
5557,Female,19,D,96,87,94,A
5558,Female,18,C,95,92,85,B
5559,Female,21,A,69,,96,A
5560,Female,19,C,78,,61,D
5561,Female,18,A,61,90,81,C
5562,Female,17,B,61,71,75,B
5563,Male,19,D,99,86,93,D
5564,Male,18,E,89,79,97,B
5565,Male,21,C,100,75,84,B
5566,Male,20,B,73,63,89,D
5567,Male,19,E,84,99,73,D
5568,Male,18,E,72,93,,C
5569,Male,21,B,72,76,98,A
5570,Female,19,E,69,86,87,D
5571,Female,19,B,83,78,84,C
5572,Male,19,C,74,66,81,A
5573,Male,21,D,90,64,85,D
5574,Female,19,A,76,70,85,B
5575,Male,17,B,67,99,65,C
5576,Male,18,E,87,61,,C
5577,Male,19,E,99,85,73,A
5578,Male,18,B,70,88,78,B
5579,Male,17,E,89,91,74,A
5580,Male,17,D,149,98,99,C
5581,Male,17,E,88,90,,C
5582,Female,19,C,87,66,64,D
5583,Male,18,E,69,65,64,D
5584,Female,17,B,78,89,,C
5585,Male,19,C,84,,94,B
5586,Male,18,B,79,80,63,A
5587,Male,17,E,69,96,,B
5588,Male,17,E,85,68,87,B
5589,Female,21,C,79,91,82,D
5590,Female,18,A,80,99,94,B
5591,Male,19,C,64,62,,C
5592,Male,17,A,97,70,146,C
5593,Female,18,E,97,79,97,D
5594,Female,17,C,75,66,72,C
5595,Male,19,C,98,60,85,A
5596,Female,18,C,96,,76,C
5597,Male,17,C,98,69,100,C
5598,Female,17,A,80,86,,A
5599,Male,17,C,63,61,98,A
5600,Female,21,B,78,68,86,C
5601,Female,18,C,83,82,83,A
5602,Female,18,C,88,71,95,B
5603,Female,18,C,65,77,69,D
5604,Male,21,C,69,,64,D
5605,Female,17,C,67,91,78,B
5606,Male,17,A,65,73,81,B
5607,Male,17,C,60,64,62,A
5608,Male,17,A,87,,95,A
5609,Female,20,E,77,96,63,C
5610,Female,20,C,69,84,92,B
5611,Male,19,C,93,73,68,B
5612,Male,19,C,70,,74,C
5613,Male,19,B,86,69,72,D
5614,Male,19,A,60,88,93,A
5615,Female,19,A,98,74,69,A
5616,Female,20,C,82,88,87,A
5617,Male,20,A,63,91,80,A
5618,Male,20,E,,74,88,A
5619,Female,21,B,67,77,82,D
5620,Female,21,A,95,77,62,B
5621,Female,19,A,84,63,93,C
5622,Male,19,D,68,63,89,D
5623,Female,21,D,95,69,78,D
5624,Male,18,B,99,64,89,A
5625,Female,18,B,80,73,71,C
5626,Female,19,E,97,64,80,A
5627,Male,18,A,79,61,66,D
5628,Female,21,E,,68,86,C
5629,Female,18,E,89,67,96,D
5630,Male,21,D,71,88,97,B
5631,Male,19,C,98,71,91,A
5632,Male,17,E,82,64,89,A
5633,Male,17,B,90,100,79,B
5634,Female,21,B,90,83,69,D
5635,Female,21,A,64,65,96,A
5636,Male,19,D,84,94,95,A
5637,Male,17,B,62,78,80,B
5638,Female,19,B,90,80,77,A
5639,Female,20,E,84,94,96,C
5640,Male,17,C,75,70,,A
5641,Male,18,A,,64,82,B
5642,Male,17,B,98,80,82,C
5643,Female,18,A,67,79,72,D
5644,Female,17,E,76,82,94,A
5645,Male,18,A,72,80,65,D
5646,Male,19,A,81,97,85,D
5647,Male,19,C,100,69,76,D
5648,Female,19,D,64,92,75,B
5649,Male,21,D,71,90,74,A
5650,Female,17,D,62,89,,B
5651,Male,20,D,97,88,80,A
5652,Female,20,B,89,64,64,B
5653,Male,19,C,89,98,78,A
5654,Male,19,C,97,86,77,D
5655,Male,20,D,96,63,96,C
5656,Female,21,C,71,86,66,B
5657,Male,18,B,72,84,91,D
5658,Female,17,B,71,89,71,C
5659,Male,17,B,66,77,75,B
5660,Female,18,E,100,99,97,A
5661,Female,21,C,67,91,90,B
5662,Male,18,C,,77,72,A
5663,Male,18,D,66,76,70,A
5664,Female,21,E,,97,68,B
5665,Female,20,A,,65,86,A
5666,Female,20,D,71,95,79,A
5667,Female,18,B,94,96,98,C
5668,Female,19,A,62,72,63,C
5669,Male,20,D,79,91,81,A
5670,Female,21,D,65,100,80,C
5671,Male,19,D,65,91,82,D
5672,Male,20,C,83,83,60,D
5673,Female,18,D,95,77,94,C
5674,Female,21,A,99,65,94,C
5675,Female,21,E,135,80,82,B
5676,Female,19,C,63,,60,A
5677,Female,17,C,66,96,99,D
5678,Female,18,C,95,93,76,D
5679,Male,20,B,62,66,63,B
5680,Male,19,A,66,75,72,D
5681,Female,21,A,80,78,60,A
5682,Female,20,E,128,83,73,A
5683,Male,21,A,100,98,97,B
5684,Female,21,A,80,88,75,D
5685,Male,17,E,60,,60,C
5686,Female,21,B,76,73,89,C
5687,Female,21,B,67,85,96,C
5688,Female,17,E,95,92,71,C
5689,Male,20,D,60,69,73,D
5690,Female,17,C,79,86,93,C
5691,Female,17,A,94,82,81,A
5692,Male,19,E,86,100,69,C
5693,Female,21,E,80,86,67,D
5694,Male,17,E,95,87,65,B
5695,Male,20,E,85,85,94,A
5696,Female,20,C,85,,92,D
5697,Female,18,D,93,68,61,C
5698,Female,18,A,100,67,,D
5699,Female,20,B,82,89,65,A
5700,Male,17,C,87,90,89,A
5701,Female,18,C,70,87,129,C
5702,Female,17,D,66,79,78,A
5703,Female,19,E,75,68,63,D
5704,Male,17,E,,89,72,A
5705,Female,20,C,84,84,60,C
5706,Female,19,C,,100,93,D
5707,Female,19,E,79,85,84,A
5708,Female,19,E,90,84,,B
5709,Female,21,D,97,64,91,A
5710,Female,21,E,67,76,75,D
5711,Male,20,C,64,71,,C
5712,Female,18,B,96,93,87,D
5713,Female,17,B,63,,91,D
5714,Male,17,D,91,69,76,A
5715,Male,17,A,96,94,92,A
5716,Male,19,E,89,72,68,B
5717,Female,20,D,65,86,68,A
5718,Male,21,A,76,61,100,B
5719,Male,19,B,97,97,72,A
5720,Male,19,C,72,61,68,B
5721,Female,18,A,93,96,67,C
5722,Male,18,D,92,63,67,C
5723,Male,19,B,61,76,88,D
5724,Male,18,B,64,66,98,D
5725,Female,21,D,82,91,99,A
5726,Female,19,E,100,81,80,C
5727,Male,19,B,61,78,91,D
5728,Female,21,C,81,77,91,B
5729,Female,17,A,67,77,67,B
5730,Female,20,D,83,97,68,B
5731,Female,20,C,87,87,62,C
5732,Male,18,C,99,74,80,C
5733,Male,18,A,60,75,66,A
5734,Female,21,B,64,62,79,C
5735,Male,20,A,62,60,75,A
5736,Male,21,C,95,79,92,D
5737,Female,20,A,97,99,90,A
5738,Male,17,C,64,93,61,B
5739,Male,20,C,69,68,93,A
5740,Female,19,B,84,62,61,D
5741,Male,18,A,96,81,66,A
5742,Female,18,D,64,64,78,A
5743,Male,21,E,88,78,89,A
5744,Female,20,D,64,81,66,D
5745,Female,20,C,64,75,72,B
5746,Female,21,B,60,85,83,A
5747,Male,21,B,81,87,89,B
5748,Female,20,D,96,79,100,C
5749,Male,17,A,60,,80,C
5750,Female,20,D,67,66,69,D
5751,Male,19,D,,61,71,C
5752,Male,18,B,88,74,94,B
5753,Female,20,D,71,75,80,D
5754,Female,18,A,76,66,80,D
5755,Female,20,D,80,95,99,A
5756,Female,21,D,90,137,71,D
5757,Female,18,B,82,86,95,D
5758,Female,19,D,63,66,78,B
5759,Male,19,D,95,,93,C
5760,Male,21,B,68,,62,D
5761,Male,20,D,95,98,90,B
5762,Male,17,D,73,98,67,C
5763,Female,21,A,91,72,84,D
5764,Male,19,B,75,72,62,C
5765,Male,19,C,91,95,70,B
5766,Female,19,A,65,90,100,D
5767,Female,20,B,74,92,88,D
5768,Female,21,C,,62,68,C
5769,Female,17,D,70,97,,C
5770,Female,20,B,93,84,70,D
5771,Male,17,B,76,85,75,C
5772,Male,20,B,74,68,75,D
5773,Female,17,B,91,87,96,B
5774,Female,20,D,84,72,90,D
5775,Male,19,A,76,77,91,B
5776,Male,21,D,75,84,81,A
5777,Male,20,C,88,62,79,C
5778,Female,19,C,78,69,77,C
5779,Male,19,A,95,89,84,B
5780,Female,19,E,85,88,,B
5781,Female,21,D,83,88,86,A
5782,Female,21,D,93,77,83,B
5783,Male,18,E,76,99,64,D
5784,Female,18,E,67,85,97,C
5785,Male,20,D,80,132,83,A
5786,Male,19,A,99,99,82,A
5787,Female,20,A,61,99,61,D
5788,Female,17,B,,90,95,B
5789,Male,18,D,69,60,90,B
5790,Male,20,C,73,60,82,B
5791,Female,19,A,94,98,80,A
5792,Female,21,C,64,94,94,B
5793,Female,20,C,76,63,76,D
5794,Male,19,D,70,60,76,A
5795,Female,19,C,89,85,84,D
5796,Female,21,D,86,78,60,C
5797,Male,18,B,94,64,71,A
5798,Male,18,D,89,70,61,B
5799,Female,17,E,92,,67,D
5800,Male,21,E,90,62,63,B
5801,Female,18,E,,113,89,B
5802,Female,18,A,100,73,88,D
5803,Male,21,A,85,63,72,C
5804,Female,17,D,65,72,100,C
5805,Male,18,B,100,67,89,B
5806,Male,18,D,84,98,99,A
5807,Female,19,E,82,94,88,B
5808,Male,17,C,76,91,92,C
5809,Male,18,A,68,84,73,D
5810,Female,19,A,86,70,97,B
5811,Male,18,C,83,129,82,C
5812,Male,19,A,96,61,78,A
5813,Female,20,A,87,61,99,D
5814,Male,20,E,78,100,64,A
5815,Male,17,E,76,73,76,D
5816,Male,17,E,79,88,72,C
5817,Male,19,D,98,79,79,C
5818,Male,20,D,91,63,68,A
5819,Female,17,C,76,89,96,A
5820,Female,18,B,79,98,71,D
5821,Female,20,A,90,80,93,D
5822,Female,21,E,62,86,94,C
5823,Female,17,B,77,65,62,A
5824,Male,21,A,79,97,67,D
5825,Female,21,A,93,92,97,D
5826,Male,17,B,90,63,98,B
5827,Male,18,E,60,94,73,B
5828,Female,20,C,70,65,93,D
5829,Male,18,D,89,78,72,B
5830,Male,18,A,60,95,82,C
5831,Female,19,C,64,97,82,A
5832,Female,19,A,65,72,84,B
5833,Female,18,B,79,65,81,B
5834,Female,17,C,84,81,98,A
5835,Male,20,C,87,66,91,A
5836,Male,18,A,69,92,86,C
5837,Female,19,E,89,76,73,D
5838,Male,18,A,100,,100,B
5839,Female,17,E,84,84,60,D
5840,Female,21,E,61,,77,A
5841,Female,18,B,60,,78,D
5842,Male,20,B,88,70,61,A
5843,Male,21,D,98,66,64,D
5844,Female,20,C,82,68,90,D
5845,Female,19,E,89,75,86,C
5846,Female,21,A,,74,60,C
5847,Female,18,E,72,76,64,C
5848,Female,21,A,95,66,98,C
5849,Male,20,A,,68,86,D
5850,Female,20,D,83,95,75,D
5851,Male,21,D,69,88,60,A
5852,Female,17,B,99,62,76,B
5853,Female,17,A,98,85,63,B
5854,Male,20,E,,67,77,B
5855,Female,20,D,94,96,94,A
5856,Female,18,B,71,65,89,A
5857,Female,21,E,79,60,93,B
5858,Female,21,D,100,81,69,D
5859,Male,17,B,70,76,68,B
5860,Male,18,E,92,90,65,A
5861,Male,20,C,72,75,91,C
5862,Male,19,C,65,75,86,B
5863,Female,17,C,71,88,65,C
5864,Female,17,B,73,78,73,A
5865,Male,17,E,75,94,88,A
5866,Male,18,D,97,85,98,B
5867,Male,21,A,,81,84,D
5868,Female,17,C,63,,79,B
5869,Male,17,B,,71,82,A
5870,Male,17,D,73,70,94,B
5871,Male,19,C,61,70,89,C
5872,Male,20,C,77,96,87,C
5873,Male,21,A,66,95,86,A
5874,Female,19,C,132,79,75,C
5875,Male,17,D,,87,88,D
5876,Male,19,C,,93,73,D
5877,Male,19,A,80,,65,B
5878,Male,21,E,81,65,67,A
5879,Female,19,A,96,74,76,A
5880,Male,17,A,89,65,67,A
5881,Male,19,E,65,65,94,D
5882,Male,17,D,77,70,78,B
5883,Female,18,A,,72,80,A
5884,Female,18,B,80,71,81,B
5885,Male,18,E,91,60,84,B
5886,Female,18,E,75,60,84,A
5887,Male,21,C,100,98,,D
5888,Female,18,C,100,80,78,C
5889,Female,21,E,98,83,82,C
5890,Male,17,C,92,66,,B
5891,Male,21,E,,63,80,D
5892,Female,20,B,71,70,76,A
5893,Female,17,A,61,71,77,C
5894,Male,20,A,68,87,96,A
5895,Female,18,A,81,68,72,A
5896,Female,21,D,67,,88,A
5897,Male,18,A,94,83,62,C
5898,Male,17,B,70,95,91,C
5899,Male,17,E,63,62,85,C
5900,Female,19,E,75,93,90,A
5901,Female,20,A,63,75,81,C
5902,Male,19,C,66,63,82,A
5903,Female,17,C,,64,62,D
5904,Female,17,B,65,99,92,B
5905,Female,17,D,91,68,96,B
5906,Male,19,A,,92,97,A
5907,Female,20,B,96,66,72,C
5908,Female,19,B,71,89,76,B
5909,Male,17,C,64,132,93,B
5910,Male,20,C,80,,61,C
5911,Female,17,A,88,96,,C
5912,Female,20,C,67,,78,C
5913,Female,21,A,60,76,92,B
5914,Male,18,A,92,,69,C
5915,Male,18,D,95,87,66,B
5916,Male,17,B,83,65,85,C
5917,Male,19,D,93,,100,A
5918,Female,20,D,64,100,96,A
5919,Male,18,D,,73,77,A
5920,Female,20,C,69,60,79,B
5921,Male,19,B,84,71,64,B
5922,Female,20,D,99,70,64,A
5923,Female,19,D,85,98,100,C
5924,Male,20,E,99,71,,B
5925,Male,19,E,90,93,98,B
5926,Female,17,D,90,95,90,D
5927,Male,19,D,75,76,,B
5928,Male,18,C,76,90,70,B
5929,Male,19,B,89,77,88,A
5930,Male,19,C,71,96,84,D
5931,Female,20,D,,100,99,C
5932,Female,18,B,64,89,65,D
5933,Female,21,D,,61,90,C
5934,Male,18,D,90,76,63,B
5935,Female,21,E,91,85,86,D
5936,Male,21,E,76,66,97,B
5937,Male,21,C,96,96,90,C
5938,Female,19,E,81,79,90,B
5939,Male,17,A,77,69,85,A
5940,Female,18,C,92,67,95,D
5941,Male,19,B,83,75,67,D
5942,Female,21,B,89,92,70,D
5943,Male,18,C,96,75,99,D
5944,Male,21,A,76,81,71,A
5945,Male,18,D,96,77,93,A
5946,Female,21,B,81,90,81,B
5947,Male,19,B,89,85,89,C
5948,Male,17,D,94,92,97,B
5949,Male,18,C,81,60,81,B
5950,Female,19,D,94,100,92,B
5951,Female,19,A,89,89,81,C
5952,Male,19,C,,87,79,D
5953,Female,18,D,100,95,79,D
5954,Male,21,B,79,67,91,B
5955,Female,19,C,94,98,73,A
5956,Male,20,B,83,87,79,B
5957,Male,18,D,97,92,92,A
5958,Male,20,A,82,80,77,B
5959,Male,19,A,85,70,74,B
5960,Female,19,B,64,86,93,D
5961,Male,17,E,90,68,77,C
5962,Female,17,B,94,66,61,A
5963,Female,17,D,93,94,95,A
5964,Female,20,B,87,89,91,B
5965,Male,18,C,73,88,70,A
5966,Male,21,A,99,62,91,D
5967,Female,20,D,71,97,82,A
5968,Female,18,A,68,61,,A
5969,Male,19,B,96,92,,A
5970,Female,18,B,72,91,85,A
5971,Male,20,E,70,89,72,D
5972,Male,18,C,89,60,85,D
5973,Female,19,A,75,90,66,D
5974,Male,19,A,98,96,86,C
5975,Female,17,C,79,72,89,A
5976,Male,20,E,73,65,84,C
5977,Female,19,C,69,99,62,C
5978,Male,20,B,67,65,97,B
5979,Male,19,C,86,77,84,A
5980,Male,19,C,90,80,72,C
5981,Female,20,C,71,76,91,C
5982,Male,18,B,84,84,81,B
5983,Male,21,B,90,,69,C
5984,Female,19,A,60,78,68,A
5985,Female,21,B,92,82,92,B
5986,Male,20,A,87,73,,A
5987,Female,17,B,91,,68,C
5988,Female,20,A,81,80,74,D
5989,Female,21,A,75,62,86,A
5990,Male,18,E,63,77,60,A
5991,Male,21,C,76,80,80,B
5992,Male,20,B,66,98,90,A
5993,Female,17,E,92,70,74,C
5994,Female,18,D,81,86,88,C
5995,Male,18,A,62,,83,B
5996,Female,21,D,85,112,97,B
5997,Male,18,C,76,77,98,A
5998,Male,21,C,94,63,74,D
5999,Female,17,E,100,73,80,D
6000,Female,20,E,89,81,71,D
6001,Male,21,D,79,62,73,B
6002,Male,21,B,95,68,98,A
6003,Female,20,D,87,73,93,A
6004,Male,20,B,82,61,97,B
6005,Female,17,C,92,72,,B
6006,Male,21,A,76,88,76,B
6007,Male,18,B,69,77,100,D
6008,Male,20,B,68,73,88,D
6009,Male,17,A,72,95,96,D
6010,Male,21,D,95,90,100,A
6011,Male,18,E,73,64,89,B
6012,Male,17,A,67,61,65,A
6013,Male,19,C,77,91,66,D
6014,Male,19,D,,89,92,B
6015,Female,20,E,98,143,68,B
6016,Female,17,B,68,64,79,A
6017,Female,21,C,89,98,97,A
6018,Female,21,D,69,99,85,A
6019,Male,18,A,64,70,72,D
6020,Female,17,D,68,90,86,B
6021,Female,21,D,98,62,76,A
6022,Male,20,B,91,65,89,D
6023,Female,20,D,96,82,85,D
6024,Female,19,E,60,96,70,B
6025,Female,21,D,95,82,67,C
6026,Male,19,C,69,,89,C
6027,Female,18,C,99,76,96,A
6028,Male,21,D,86,88,83,A
6029,Male,19,E,,99,84,D
6030,Female,18,D,100,92,97,B
6031,Male,21,C,83,100,61,C
6032,Female,19,C,97,91,78,B
6033,Female,20,E,80,71,66,B
6034,Male,17,B,70,92,60,B
6035,Male,21,B,97,94,96,A
6036,Female,19,E,60,63,,A
6037,Male,19,D,61,97,82,B
6038,Male,17,C,,72,87,A
6039,Female,20,A,98,93,96,A
6040,Female,19,B,90,73,63,B
6041,Male,21,E,72,80,68,D
6042,Female,19,A,61,83,100,C
6043,Male,21,D,71,88,86,C
6044,Male,20,A,93,64,80,D
6045,Female,17,E,,63,94,C
6046,Female,21,C,62,60,94,C
6047,Male,20,B,68,77,67,A
6048,Female,19,E,63,78,100,D
6049,Female,19,C,85,92,91,C
6050,Male,21,E,61,73,60,B
6051,Male,19,C,93,90,91,C
6052,Female,19,A,61,99,90,D
6053,Female,17,B,62,143,67,D
6054,Female,20,D,67,84,78,D
6055,Female,20,A,89,87,79,C
6056,Male,20,C,95,62,81,A
6057,Female,21,D,98,67,68,D
6058,Male,20,A,97,60,82,B
6059,Female,19,E,98,87,83,C
6060,Male,20,B,64,73,96,A
6061,Male,19,B,95,100,88,A
6062,Female,20,C,91,99,90,B
6063,Male,20,E,83,100,68,C
6064,Female,17,D,80,77,71,C
6065,Male,21,B,87,95,68,D
6066,Female,18,D,98,,62,B
6067,Female,19,E,85,80,,A
6068,Female,21,A,89,66,72,D
6069,Female,20,C,89,89,90,C
6070,Male,17,B,89,81,82,A
6071,Male,20,A,,68,64,D
6072,Female,20,A,99,84,99,C
6073,Female,17,E,64,68,,C
6074,Male,18,E,71,92,93,C
6075,Female,21,D,89,63,60,C
6076,Female,17,D,100,79,94,A
6077,Female,19,D,82,79,66,C
6078,Female,17,B,74,100,67,A
6079,Male,21,A,64,85,65,B
6080,Male,21,C,92,97,73,C
6081,Female,21,C,86,97,67,B
6082,Male,17,B,86,82,61,A
6083,Male,20,C,77,143,86,D
6084,Male,18,D,72,78,82,A
6085,Male,19,E,89,98,80,C
6086,Female,17,B,98,94,68,A
6087,Male,19,B,82,98,95,A
6088,Male,17,A,94,100,78,C
6089,Female,18,A,81,76,69,A
6090,Female,17,E,76,68,78,A
6091,Female,20,C,81,69,74,B
6092,Female,19,B,74,91,76,A
6093,Male,20,D,83,88,85,B
6094,Female,20,D,72,70,94,B
6095,Female,19,A,,95,125,A
6096,Female,19,B,75,63,62,B
6097,Male,18,E,73,92,,B
6098,Female,21,B,,99,63,B
6099,Female,17,B,96,69,83,D
6100,Female,18,A,84,148,89,C
6101,Female,18,D,67,98,86,D
6102,Female,20,D,87,98,77,A
6103,Female,18,B,87,66,85,A
6104,Male,17,E,78,72,87,D
6105,Male,21,C,66,72,76,D
6106,Female,20,E,74,66,69,B
6107,Male,20,D,73,82,94,B
